No;ID_cliente;Departamento ;Sexo;Jubilado;Socio;Empleado;Meses_alta;Servicio_telefonico;Lineas_multiples;Servicio_Internet;Seguridad_Online;CopiaSeguridad_Online;Proteccion_dispositivo;Soporte_tecnico;Television_carta;Peliculas_carta;Contrato;Factura_digital;Metodo_pago;Gasto_mensual;Gasto_total;Abandono;meses_alta_cut
148;2135-RXIHG;Boyacá;Male;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;45.65;45.65;Yes;<1
149;6440-DKQGE;Huila;Male;0;No;Yes;30;Yes;No;DSL;No;Yes;Yes;No;Yes;No;One year;No;Credit card (automatic);64.5;1929.95;No;18-42
150;3466-BYAVD;Atlántico;Male;0;Yes;Yes;15;Yes;No;DSL;No;Yes;Yes;Yes;No;Yes;Month-to-month;Yes;Mailed check;69.5;1071.4;No;jun-18
151;3780-YVMFA;Antioquia;Female;0;Yes;Yes;8;Yes;No;DSL;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;68.55;564.35;No;jun-18
152;3874-EQOEP;Bogotá;Male;0;No;No;7;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Mailed check;95;655.5;Yes;jun-18
153;1679-JRFBR;Boyacá;Female;0;Yes;Yes;70;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);108.15;7930.55;No;60+
154;9073-ZZIAY;Santander;Male;0;Yes;Yes;62;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Electronic check;86.1;5215.25;No;60+
155;3077-RSNTJ;Amazonas;Female;0;Yes;Yes;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19.7;113.5;No;1-jun
156;6551-GNYDG;Huila;Female;0;Yes;Yes;14;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);80.9;1152.8;No;jun-18
157;9167-APMXZ;Atlántico;Female;0;No;No;22;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);84.15;1821.95;No;18-42
158;2749-CTKAJ;Vichada;Male;0;Yes;Yes;22;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20.15;419.9;No;18-42
159;6371-NZYEG;Antioquia;Male;0;Yes;Yes;16;Yes;No;DSL;Yes;No;Yes;No;Yes;No;Two year;No;Mailed check;64.25;1024;No;jun-18
160;7554-NEWDD;Vichada;Male;0;No;No;10;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);25.7;251.6;No;jun-18
161;8992-VONJD;Atlántico;Female;0;No;Yes;13;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;56;764.55;No;jun-18
162;0867-MKZVY;Valle del Cauca;Female;0;Yes;No;20;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;82.4;1592.35;Yes;18-42
163;4482-EWFMI;Santander;Female;0;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69.7;135.2;No;1-jun
164;4648-YPBTM;Antioquia;Male;0;No;No;53;Yes;Yes;DSL;No;Yes;Yes;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);73.9;3958.25;No;42-60
165;2907-ILJBN;Amazonas;Female;0;Yes;Yes;11;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20.6;233.9;No;jun-18
166;6345-FZOQH;Guainía;Male;0;Yes;No;69;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19.9;1363.45;No;60+
167;3376-BMGFE;Santander;Female;0;No;No;4;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);70.9;273;Yes;1-jun
168;5997-OPVFA;Huila;Male;0;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);89.05;6254.45;No;60+
169;3445-HXXGF;Huila;Male;1;Yes;No;58;No;No phone service;DSL;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;45.3;2651.2;Yes;42-60
170;1159-WFSGR;Amazonas;Female;0;Yes;Yes;16;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;20.4;321.4;No;jun-18
171;7654-YWJUF;Santander;Male;0;Yes;No;43;Yes;No;Fiber optic;Yes;No;Yes;Yes;No;No;One year;Yes;Bank transfer (automatic);84.25;3539.25;No;42-60
172;1875-QIVME;Antioquia;Female;0;Yes;No;2;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;104.4;242.8;Yes;1-jun
173;6727-IOTLZ;Vichada;Male;0;Yes;No;14;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check;81.95;1181.75;No;jun-18
174;0691-JVSYA;Santander;Female;0;Yes;No;53;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);94.85;5000.2;Yes;42-60
175;5918-VUKWP;Vichada;Female;0;No;No;32;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);20.55;654.55;No;18-42
176;1744-JHKYS;Amazonas;Female;0;Yes;No;34;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;24.7;780.2;No;18-42
177;2656-FMOKZ;Bogotá;Female;1;No;No;15;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;74.45;1145.7;Yes;jun-18
178;2070-FNEXE;Antioquia;Female;1;No;No;7;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);76.45;503.6;Yes;jun-18
179;5947-SGKCL;Atlántico;Female;0;Yes;Yes;15;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);105.35;1559.25;No;jun-18
180;3712-PKXZA;Vichada;Male;0;Yes;No;61;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);20.55;1252;No;60+
181;6317-YPKDH;Antioquia;Female;0;No;No;1;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);29.95;29.95;Yes;<1
182;6582-OIVSP;Huila;Female;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;45.3;45.3;No;<1
183;9367-WXLCH;Boyacá;Male;0;No;No;8;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Bank transfer (automatic);84.5;662.65;Yes;jun-18
184;5524-KHNJP;Atlántico;Male;0;Yes;Yes;33;Yes;No;DSL;Yes;No;Yes;No;Yes;Yes;One year;No;Credit card (automatic);74.75;2453.3;No;18-42
185;1918-ZBFQJ;Atlántico;Female;0;No;No;13;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;79.25;1111.65;Yes;jun-18
186;1024-GUALD;Antioquia;Female;0;Yes;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;24.8;24.8;Yes;<1
187;4827-USJHP;Amazonas;Male;0;No;No;20;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;51.8;1023.85;No;18-42
188;8167-GJLRN;Santander;Male;0;No;No;3;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;No;Electronic check;30.4;82.15;No;1-jun
189;0956-SYCWG;Vaupés;Female;0;No;No;13;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check;19.65;244.8;No;jun-18
190;8017-UVSZU;Vichada;Female;0;Yes;No;40;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;No;Credit card (automatic);56.6;2379.1;No;18-42
191;7100-FQPRV;Valle del Cauca;Male;0;Yes;Yes;43;Yes;Yes;DSL;Yes;No;No;Yes;No;Yes;One year;Yes;Credit card (automatic);71.9;3173.35;No;42-60
192;2472-OVKUP;Santander;Male;0;Yes;No;6;Yes;No;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;91;531;Yes;1-jun
193;2984-RGEYA;Vichada;Female;0;Yes;Yes;69;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);19.75;1375.4;No;60+
194;9680-NIAUV;Bogotá;Female;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;No;Credit card (automatic);109.7;8129.3;No;60+
195;2146-EGVDT;Vichada;Male;0;Yes;Yes;59;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19.3;1192.7;No;42-60
196;2604-IJPDU;Antioquia;Female;0;Yes;No;20;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;96.55;1901.65;No;18-42
197;9178-JHUVJ;Vichada;Male;0;Yes;Yes;24;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);24.1;587.4;No;18-42
198;6168-YBYNP;Bogotá;Male;0;No;No;59;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;111.35;6519.75;No;42-60
199;7255-SSFBC;Valle del Cauca;Male;0;Yes;Yes;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);112.25;8041.65;No;60+
200;3645-DEYGF;Amazonas;Male;0;No;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20.75;20.75;No;<1
201;9323-HGFWY;Antioquia;Female;0;Yes;No;27;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);101.9;2681.15;No;18-42
202;8544-GOQSH;Bogotá;Female;0;No;No;14;Yes;No;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic);80.05;1112.3;No;jun-18
203;3363-DTIVD;Valle del Cauca;Male;0;Yes;Yes;71;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Two year;No;Electronic check;105.55;7405.5;No;60+
204;7018-WBJNK;Atlántico;Male;0;No;Yes;13;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);78.3;1033.95;No;jun-18
205;9142-KZXOP;Huila;Male;0;No;No;44;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);68.85;2958.95;No;42-60
206;7674-YTAFD;Antioquia;Female;0;No;No;33;Yes;No;Fiber optic;No;Yes;No;Yes;No;No;One year;Yes;Bank transfer (automatic);79.95;2684.85;No;18-42
207;6348-SNFUS;Santander;Male;0;Yes;Yes;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Credit card (automatic);55.45;4179.2;No;60+
208;1285-OKIPP;Bogotá;Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;79.9;79.9;Yes;<1
209;7825-ECJRF;Atlántico;Female;0;No;No;19;Yes;No;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;106.6;1934.45;Yes;18-42
210;1347-KTTTA;Santander;Male;0;Yes;No;64;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);102.45;6654.1;No;60+
211;7841-TZDMQ;Vichada;Male;0;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);46;84.5;Yes;1-jun
212;4195-NZGTA;Bogotá;Female;0;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;25.25;25.25;No;<1
213;7157-SMCFK;Vaupés;Male;0;No;Yes;61;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19.75;1124.2;No;60+
214;4709-LKHYG;Vichada;Female;0;Yes;Yes;29;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check;20;540.05;No;18-42
215;2504-DSHIH;Atlántico;Male;1;Yes;No;23;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;86.8;1975.85;No;18-42
216;0699-NDKJM;Valle del Cauca;Female;0;Yes;No;57;No;No phone service;DSL;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);58.75;3437.45;No;42-60
217;9286-BHDQG;Atlántico;Male;0;Yes;Yes;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Credit card (automatic);45.25;3139.8;No;60+
218;0230-WEQUW;Atlántico;Male;0;Yes;No;66;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;Yes;Bank transfer (automatic);56.6;3789.2;No;60+
219;2040-LDIWQ;Antioquia;Male;0;Yes;Yes;65;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);84.2;5324.5;No;60+
220;6496-JDSSB;Bogotá;Female;0;No;No;8;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);80;624.6;No;jun-18
221;9408-SSNVZ;Atlántico;Female;0;No;No;4;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70.15;268.35;Yes;1-jun
222;4443-EMBNA;Amazonas;Female;0;Yes;No;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);24.75;1836.9;No;60+
223;6469-MRVET;Amazonas;Male;0;Yes;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Electronic check;20.2;20.2;No;<1
224;0742-MOABM;Valle del Cauca;Male;0;Yes;No;4;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;No;Mailed check;50.05;179.35;Yes;1-jun
225;5961-VUSRV;Vichada;Female;0;No;No;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);19.35;219.35;No;jun-18
226;6778-JFCMK;Boyacá;Male;0;No;No;24;No;No phone service;DSL;Yes;No;No;No;Yes;Yes;One year;Yes;Mailed check;50.6;1288.75;No;18-42
227;6341-JVQGF;Antioquia;Female;0;Yes;Yes;31;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Mailed check;81.15;2545.75;No;18-42
228;2232-DMLXU;Bogotá;Female;0;Yes;No;1;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;No;Mailed check;55.2;55.2;Yes;<1
229;4811-JBUVU;Antioquia;Male;0;No;No;30;Yes;Yes;Fiber optic;No;No;No;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);89.9;2723.15;No;18-42
230;0945-TSONX;Santander;Female;0;Yes;Yes;47;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);85.3;4107.25;No;42-60
231;2651-ZCBXV;Antioquia;Male;0;No;No;54;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);108;5760.65;No;42-60
232;3316-UWXUY;Bogotá;Male;0;No;No;50;Yes;No;Fiber optic;Yes;Yes;No;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);93.5;4747.5;No;42-60
233;8937-RDTHP;Antioquia;Male;0;No;No;1;Yes;No;Fiber optic;Yes;No;No;No;No;Yes;Month-to-month;Yes;Mailed check;84.6;84.6;Yes;<1
234;7083-MIOPC;Vichada;Female;0;No;No;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20.25;1566.9;No;60+
235;1984-GPTEH;Guainía;Female;0;No;No;29;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;25.15;702;No;18-42
236;1251-KRREG;Boyacá;Male;0;No;No;2;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;54.4;114.1;Yes;1-jun
237;0621-JFHOL;Valle del Cauca;Female;0;No;No;10;No;No phone service;DSL;No;No;No;Yes;No;No;Two year;Yes;Mailed check;29.6;299.05;No;jun-18
238;9903-LYSAB;Valle del Cauca;Male;0;Yes;No;18;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;73.15;1305.95;No;jun-18
239;0094-OIFMO;Antioquia;Female;1;No;No;11;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95;1120.3;Yes;jun-18
240;9227-UAQFT;Amazonas;Male;0;No;No;16;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19.75;284.35;No;jun-18
241;7301-ABVAD;Huila;Female;0;No;No;72;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);86.6;6350.5;No;60+
242;6614-FHDBO;Santander;Male;0;No;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);109.2;7878.3;No;60+
243;7576-ASEJU;Bogotá;Female;0;Yes;Yes;41;Yes;No;DSL;Yes;No;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);74.7;3187.65;No;18-42
244;9058-HRZSV;Antioquia;Female;1;Yes;No;65;Yes;No;Fiber optic;Yes;Yes;Yes;No;No;Yes;Month-to-month;No;Electronic check;94.4;6126.15;No;60+
245;4522-AKYLR;Huila;Female;1;No;No;13;Yes;No;DSL;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;54.8;731.3;No;jun-18
246;0221-WMXNQ;Huila;Male;1;No;No;4;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;75.35;273.4;No;1-jun
247;0303-UNCIP;Vichada;Male;0;No;No;41;Yes;Yes;DSL;No;No;Yes;No;No;Yes;One year;No;Mailed check;65;2531.8;No;18-42
248;9947-OTFQU;Antioquia;Male;1;No;No;15;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;74.4;1074.3;Yes;jun-18
249;0322-YINQP;Boyacá;Male;0;No;No;1;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;48.55;48.55;Yes;<1
250;0959-WHOKV;Bogotá;Male;0;No;No;42;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;Yes;One year;Yes;Electronic check;99;4298.45;No;18-42
251;4075-JFPGR;Valle del Cauca;Female;0;Yes;No;51;Yes;No;Fiber optic;Yes;Yes;Yes;No;Yes;No;One year;Yes;Electronic check;93.5;4619.55;No;42-60
252;4629-NRXKX;Boyacá;Female;0;Yes;Yes;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;70.4;147.15;Yes;1-jun
253;9514-JDSKI;Huila;Male;1;Yes;No;1;No;No phone service;DSL;No;Yes;No;No;Yes;No;Month-to-month;No;Electronic check;40.2;40.2;Yes;<1
254;3282-ZISZV;Antioquia;Male;0;No;Yes;32;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;One year;No;Credit card (automatic);83.7;2633.3;No;18-42
255;3675-YDUPJ;Amazonas;Male;0;No;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19.85;193.05;No;jun-18
256;4111-BNXIF;Bogotá;Female;0;Yes;Yes;67;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;59.55;4103.9;No;60+
257;7017-VFHAY;Huila;Female;0;Yes;Yes;61;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);115.1;7008.15;No;60+
258;6655-LHBYW;Bogotá;Male;0;No;No;50;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;Credit card (automatic);114.35;5791.1;No;42-60
259;4959-JOSRX;Vichada;Female;0;Yes;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);44.6;80.55;Yes;1-jun
260;5046-NUHWD;Atlántico;Female;1;Yes;No;29;No;No phone service;DSL;Yes;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;45;1228.65;No;18-42
261;7273-TEFQD;Santander;Male;1;No;No;3;No;No phone service;DSL;No;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;41.15;132.2;Yes;1-jun
262;3606-TWKGI;Bogotá;Male;1;No;No;13;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;106.9;1364.3;Yes;jun-18
263;7529-ZDFXI;Atlántico;Male;1;Yes;No;57;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;89.85;4925.35;No;42-60
264;7605-BDWDC;Atlántico;Female;0;No;No;31;No;No phone service;DSL;Yes;Yes;No;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);49.85;1520.1;No;18-42
265;1950-KSVVJ;Valle del Cauca;Female;0;Yes;No;45;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;Mailed check;113.3;5032.25;No;42-60
266;0123-CRBRT;Bogotá;Female;0;Yes;Yes;61;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check;88.1;5526.75;No;60+
267;6292-TOSSS;Amazonas;Male;0;No;No;50;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);24.9;1195.25;No;42-60
268;3197-ARFOY;Huila;Female;1;No;No;19;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Mailed check;105;2007.25;No;18-42
269;6323-AYBRX;Amazonas;Male;0;No;No;59;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19.35;1099.6;Yes;42-60
270;7014-ZZXAW;Vichada;Female;0;Yes;No;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);24.25;1732.95;No;60+
271;4385-GZQXV;Antioquia;Female;1;No;No;16;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;94.45;1511.2;Yes;jun-18
272;7633-MVPUY;Amazonas;Male;0;Yes;No;57;Yes;No;DSL;Yes;Yes;No;Yes;No;No;Two year;Yes;Electronic check;59.75;3450.15;No;42-60
273;6366-ZGQGL;Bogotá;Male;0;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);24.8;24.8;Yes;<1
274;4716-HHKQH;Atlántico;Male;1;Yes;No;20;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;No;Electronic check;107.05;2172.05;No;18-42
275;5940-AHUHD;Bogotá;Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check;70.6;70.6;Yes;<1
276;6432-TWQLB;Boyacá;Male;0;Yes;No;5;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;Yes;Electronic check;85.4;401.1;Yes;1-jun
277;4484-GLZOU;Bogotá;Female;0;Yes;No;52;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;105.05;5624.85;Yes;42-60
278;3179-GBRWV;Boyacá;Male;1;Yes;No;21;Yes;No;DSL;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);64.95;1339.8;No;18-42
279;8645-KWHJO;Atlántico;Male;0;No;No;14;No;No phone service;DSL;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;55;771.95;No;jun-18
280;4130-MZLCC;Amazonas;Female;0;No;No;5;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);50.55;244.75;No;1-jun
281;0314-TKOSI;Vichada;Female;0;No;No;6;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Mailed check;55.15;322.9;No;1-jun
282;8229-MYEJZ;Bogotá;Female;0;No;No;10;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;51.2;498.25;No;jun-18
283;2080-SRCDE;Vichada;Female;0;No;Yes;1;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;25.4;25.4;No;<1
284;9577-WJVCQ;Valle del Cauca;Female;0;No;No;68;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;54.45;3687.75;No;60+
285;9512-UIBFX;Santander;Male;0;Yes;Yes;18;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;No;Mailed check;95.15;1779.95;Yes;jun-18
286;6202-DYYFX;Bogotá;Female;0;No;No;22;Yes;Yes;Fiber optic;No;No;No;No;No;No;One year;Yes;Credit card (automatic);76;1783.6;No;18-42
